10 100
32 4529
44 390
46 593
59 3
65 50
67 52
68 63
69 15
70 19
73 48
76 2
77 54
78 78
80 68
81 21
83 72
85 22
86 35
97 2042
98 281
99 1050
100 707
101 2869
102 231
103 320
104 150
105 2526
106 32
108 1469
109 1131
110 1466
111 1116
112 545
113 305
114 1471
115 2143
116 2061
117 2255
118 370
120 43
