10 21
32 662
46 88
65 10
66 3
67 6
68 7
69 5
70 3
71 2
72 9
73 10
76 1
77 1
78 3
79 3
80 1
82 5
83 12
84 5
87 2
97 247
98 37
99 101
100 160
101 495
102 73
103 79
104 106
105 287
106 8
107 12
108 172
109 104
110 302
111 257
112 93
113 5
114 233
115 245
116 275
117 116
118 43
119 61
120 16
121 79
122 1
